500,0.00893828104273589,0.425817633541355
520,0.0127420672249524,0.70412861079987
540,0.0190231658772717,0.550125619832881
560,0.00790201882380983,0.378572250065537
580,0.0201576085282308,0.653975483751899
600,0.0139340735626373,0.693705064573599
620,0.0163762403883773,0.676631589590732
640,0.0151507740850695,0.684868261493469
660,0.0169791627336466,0.673673240992622
680,0.0106584774572417,0.257420527073395
700,0.0108057521498452,0.182655580655753
720,0.0221167812622494,0.642058072145325
740,0.00900958446090886,0.326801897473722
760,0.0213732181359731,0.647673265509257
780,0.0139041145852244,0.490340830055688
800,0.0247985256398649,0.621728959740829
820,0.0196504293663641,0.62168208261282
840,0.0126584545215404,0.483910575408154
860,0.0219941663454281,0.631424088419256
880,0.0186325300852665,0.649231447619695
900,0.00645250879143583,0.437803574752356
920,0.00725530314446402,0.440350211342592
940,0.00780834905307406,0.432835975709577
960,0.0150246605559945,0.672958331231406
980,0.0208306003368953,0.640412592047031
1000,0.0148671969779972,0.677709379444405
